Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2022,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,60,0,0.48,0,0,7.62,Same,Yes,,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,12,0,0.1,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,113,0,0.53,0,0,6.97,Same,Yes,3.97,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,139,0,0.36,0,0,10.19,Same,Yes,2.89,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,7,1,0.09,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,75,0,0.49,0,0,7.51,Same,Yes,1.26,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,27,0,0.15,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,9,0,0.07,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,33,0,0.14,,,,,,4.61,
2022,California,Riverside,Surgical Site Infections (SSI),Laminectomy,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,61,0,0.21,0,0,17.57,Same,Yes,1.8,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,40,0,0.31,0,0,11.75,Same,Yes,0,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,14,0,0.01,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,18,0,0.03,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,10,0,0.14,,,,,,0,
2022,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,42,0,0.75,0,0,4.92,Same,Yes,3.54,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,57,1,0.22,4.57,0.12,25.44,Same,No,3.94,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,630012971,Loma Linda University Medical Center - Murrieta,Acute Care Hospital,Major Teaching,90,0,0.32,0,0,11.46,Same,Yes,,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),All procedures,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,2180,7,10.52,0.67,0.29,1.32,Same,Yes,,
2022,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,138,0,0.37,0,0,10.02,Same,Yes,,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,3,0,0.13,,,,,,,
2022,California,San Bernardino,Surgical Site Infections (SSI),Cesarean section,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,750,1,1.37,0.73,0.04,3.6,Same,No,0,
2022,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,117,3,2.13,1.41,0.36,3.84,Same,No,2.22,
2022,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,112,1,0.41,2.43,0.06,13.56,Same,No,0,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,228,0,0.54,0,0,6.86,Same,Yes,0,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),Gastric surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,213,1,0.76,1.31,0.03,7.31,Same,No,,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),Hip prosthesis,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,129,1,0.74,1.35,0.03,7.51,Same,No,0,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,36,0,0.32,0,0,11.39,Same,Yes,,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,6,0,0.04,,,,,,0,
2022,California,San Bernardino,Surgical Site Infections (SSI),Knee prosthesis,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,139,0,0.46,0,0,8.09,Same,Yes,0,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),Open reduction of fracture,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,91,0,0.51,0,0,7.29,Same,Yes,2.02,¥ See Data Dictionary
2022,California,San Bernardino,Surgical Site Infections (SSI),Ovarian surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,30,0,0.02,,,,,,,
2022,California,San Bernardino,Surgical Site Infections (SSI),Rectal surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,7,0,0.04,,,,,,,
2022,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,118,0,2.46,0,0,1.22,Same,Yes,0,
2022,California,San Bernardino,Surgical Site Infections (SSI),Spleen surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2022,California,San Bernardino,Surgical Site Infections (SSI),Thoracic surgery,630013398,Kaiser Foundation Hospital- Ontario,Acute Care Hospital,Major Teaching,62,0,0.22,0,0,17.16,Same,Yes,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",4148,24,22.79,1.05,0.69,1.54,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",264,0,0.9,0,0,4.09,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",11,0,0.15,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",42,0,0.15,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Cesarean section,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",859,0,0.83,0,0,4.43,Same,Yes,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",174,2,4.6,0.44,0.07,1.44,Same,Yes,1.37,
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",50,0,0.28,0,0,13.13,Same,Yes,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.04,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",268,0,2.13,0,0,1.41,Same,Yes,0.61,
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",294,2,1.27,1.57,0.26,5.2,Same,No,1.58,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",19,0,0.26,0,0,14.35,Same,Yes,2.99,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",271,4,1.48,2.7,0.86,6.51,Same,No,0.36,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",44,1,0.34,2.93,0.07,16.34,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",33,0,0.11,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",244,1,0.73,1.36,0.03,7.59,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",270,1,0.86,1.17,0.03,6.5,Same,No,1.02,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",552,6,3.99,1.5,0.61,3.13,Same,No,0.61,
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",31,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",127,0,0.21,0,0,17.91,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",20,1,0.17,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",84,3,1.52,1.97,0.5,5.37,Same,No,0.97,
2022,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",419,3,2.5,1.2,0.31,3.27,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.09,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",56,0,0.13,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),All procedures,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",164,0,1,0,0,3.7,Same,Yes,,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",36,0,0.13,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Colon surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.15,,,,,,0,
2022,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",16,0,0.14,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",53,0,0.13,,,,,,0,
2022,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.02,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.07,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.02,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.03,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.06,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",12,0,0.22,0,0,17.08,Same,Yes,,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,630013913,San Leandro Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),All procedures,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,3117,22,18.53,1.19,0.76,1.77,Same,No,,
2022,California,Orange,Surgical Site Infections (SSI),Appendix surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,211,0,0.63,0,0,5.89,Same,Yes,0,¥ See Data Dictionary
2022,California,Orange,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,35,4,1.12,3.56,1.13,8.59,Worse,No,2.59,
2022,California,Orange,Surgical Site Infections (SSI),Cardiac surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Cesarean section,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,1029,0,2.07,0,0,1.45,Same,Yes,0.96,
2022,California,Orange,Surgical Site Infections (SSI),Colon surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,154,7,4,1.75,0.77,3.46,Same,No,1.2,
2022,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,180,3,0.87,3.46,0.71,10.12,Same,No,1.68,¥ See Data Dictionary
2022,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,433,3,2.03,1.48,0.38,4.02,Same,No,0,
2022,California,Orange,Surgical Site Infections (SSI),Gastric surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,44,0,0.83,0,0,4.46,Same,Yes,0,¥ See Data Dictionary
2022,California,Orange,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,109,0,0.95,0,0,3.88,Same,Yes,2.13,¥ See Data Dictionary
2022,California,Orange,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,23,0,0.17,,,,,,0,
2022,California,Orange,Surgical Site Infections (SSI),Kidney surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,27,0,0.09,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Laminectomy,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,299,1,0.92,1.09,0.03,6.08,Same,No,0,¥ See Data Dictionary
2022,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,20,0,0.14,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Ovarian surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,85,0,0.06,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Pacemaker surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,23,0,0.04,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Rectal surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,23,0,0.18,,,,,,0,
2022,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,85,2,1.66,1.2,0.2,3.97,Same,No,2.38,
2022,California,Orange,Surgical Site Infections (SSI),Spinal fusion,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,250,0,2.41,0,0,1.25,Same,Yes,0,
2022,California,Orange,Surgical Site Infections (SSI),Spleen surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,13,0,0.05,,,,,,,
2022,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Acute Care Hospital,Major Teaching,71,2,0.3,6.73,0.82,24.33,Same,No,0,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),All procedures,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",1167,4,6.56,0.61,0.19,1.47,Same,Yes,,
2022,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",107,1,0.24,4.1,0.1,22.84,Same,No,,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.05,,,,,,0,
2022,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",31,0,0.09,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Colon surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",68,0,1.38,0,0,2.17,Same,Yes,0,
2022,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",137,0,0.94,0,0,3.95,Same,Yes,,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",72,0,0.34,0,0,10.79,Same,Yes,3.53,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",146,1,0.36,2.82,0.07,15.7,Same,No,2.98,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.14,,,,,,0,
2022,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",163,1,0.87,1.15,0.03,6.41,Same,No,0,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",145,0,0.37,0,0,10.08,Same,Yes,0,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Laminectomy,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.07,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",65,0,0.48,0,0,7.69,Same,Yes,7.41,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",72,0,0.12,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.17,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",44,1,0.76,1.32,0.03,7.33,Same,No,0,¥ See Data Dictionary
2022,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",32,0,0.1,,,,,,0,
2022,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,630014442,Temecula Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.07,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),All procedures,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",2395,16,12.85,1.25,0.74,1.98,Same,No,,
2022,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",126,2,0.34,5.87,0.71,21.19,Same,No,,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.05,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Cesarean section,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",856,2,1.45,1.38,0.23,4.56,Same,No,1.4,
2022,California,Alameda,Surgical Site Infections (SSI),Colon surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",110,1,3.23,0.31,0.02,1.53,Same,Yes,2.73,
2022,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",175,0,1.01,0,0,2.98,Same,Yes,0,
2022,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",199,2,0.46,4.31,0.52,15.57,Same,No,3.04,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",18,2,0.29,6.9,0.84,24.91,Same,No,,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",223,1,1.26,0.79,0.04,3.9,Same,No,0,
2022,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.39,0,0,9.53,Same,Yes,0,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Kidney surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.12,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",352,0,1.27,0,0,2.35,Same,Yes,3.42,
2022,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",64,2,0.6,3.34,0.4,12.06,Same,No,0,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.04,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Pacemaker surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",36,0,0.06,,,,,,,
2022,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.4,0,0,9.34,Same,Yes,,¥ See Data Dictionary
2022,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,630015029,Kaiser Foundation Hospital - San Leandro,Acute Care Hospital,"Community, 125-250 Beds",94,4,1.86,2.16,0.69,5.2,Same,No,1.76,
